"title","quality_overall","price","picture_image","laboratory","laboratory_logo","data_description","data_composition","data_mode_use"
"Bariesun Fluido Ultra Ligero SPF 50+ Uriage 30ml","","15,40 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/b/a/bariesun_fluido_ultra_ligero_spf_50__uriage_30ml184354_.jpg","Uriage","https://www.mifarma.es/media/amshopby/medium59.jpg","","ComposiciónPrincipios activos: Agua Termal de Uriage, Complejo filtrante UVA-UVB, Vitaminas C y E, Aquasponginas.","Modo de usoAgitar antes de usar. Aplicar de forma generosa y homogénea sobre el rostro antes de la exposición solar. Reaplicar frecuentemente y siempre después del baño."
"Frezyderm Invisible Spray SPF50+ 150ml","","15,73 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/f/r/frezyderm_invisible_spray_spf50__150ml175700_.jpg","Frezyderm","https://www.mifarma.es/media/amshopby/medium550.jpg","","","Modo de usoRostro: Aplicar el producto en las manos y con éstas, en la cara.
Cuerpo: Aplicar el spray extender bien."
"A-derma Protect Fotoprotector en Spray SPF50 200 ml ","","23,39 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/a/-/a-derma_protect_fotoprotector_en_spray_spf50_200_ml_177314_.jpg","A-Derma","https://www.mifarma.es/media/amshopby/medium292.jpg","","",""
"Crema Solar Facial Aloe Vera SPF50 Babaria 75ml","","9,81 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/r/crema_solar_facial_aloe_vera_spf50_babaria_75mlbab31802_.jpg","Babaria","https://www.mifarma.es/media/amshopby/medium1972.jpg","","","Modo de usoAplicar sobre el rostro media hora antes de la exposición solar. Reaplicar cada 2 horas o después del baño o de secarse con una toalla."
"Spray Continuo SPF15 Botanical Australian Gold 177ml","","25,95 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/s/p/spray_continuo_spf15_botanical_australian_gold_177ml54402720059_.jpg","Australian Gold","https://www.mifarma.es/media/amshopby/medium3745.png","","","Modo de usoAplicar 20 minutos antes de la exposición solar. Vaporizar a una distancia de 10-15 cm de la piel. Reaplicar cada dos horas."
"Spray Continuo Premium Coverage SPF30 Australian Gold 177ml","","22,02 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/s/p/spray_continuo_premium_coverage_spf30_australian_gold_177mlgold0494_.jpg","Australian Gold","https://www.mifarma.es/media/amshopby/medium3745.png","","","Modo de usoAplicar media hora antes de la exposición solar de manera generosa y reaplicar con frecuencia, y siempre después del baño."
"Bruma Seca Bariésun SPF50+ Uriage 200ml+REGALO After Sun 100ml","","19,36 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/b/r/bruma_seca_bari__sun_spf50__uriage_200ml_regalo_after_sun_100ml186303promo_.jpg","Uriage","https://www.mifarma.es/media/amshopby/medium59.jpg","","","Modo de usoAplicar de forma abundante minutos antes de la exposición solar prolongada. Reaplicar las veces que sean necesarias."
"Crema Protectora SPF50+ Sin Perfume Aderma 40ml","","16,30 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/r/crema_protectora_spf50__sin_perfume_aderma_40ml189015_.jpg","Ofertas","https://www.mifarma.es/media/amshopby/medium86.png","","","Modo de usoAplicar media hora antes de la exposición solar y reaplicar con frecuencia."
"Crema Fluida Solar EcoBio Anthyllis SPF30 100ml","","32,55 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/r/crema_fluida_solar_ecobio_anthyllis_spf30_100ml2100591854_.jpg","Anthyllis","https://www.mifarma.es/media/amshopby/medium2340.jpg","","ComposiciónCoco-caprylate, Titanium dioxide, Zinc oxide, Caprylic/Capric triglyceride, Stearic acid, Glyceryl dibehenate, Polyglyceryl-2 dipolyhydroxystearate, Hydrated silica, Hydrogenated vegetable oil, Polyhydroxystearic acid, Polyglyceryl-3 diisostearate, Mauritia flexuosa fruit oil, Alumina, Parfum, Tocopherol, Linalool, Limonene, Coumarin, Geraniol, Cinnamyl alcohol, Glyceryl behenate, Tribehenin.","Modo de usoAplicar antes de la exposición solar. Reaplicar frecuentemente, especialmente tras el baño."
"Protector Solar Especial Medusas SPF50 Spray Safe Sea 100ml","","25,41 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/r/protector_solar_especial_medusas_spf50_spray_safe_sea_100ml175599_.jpg","Safe Sea","https://www.mifarma.es/media/amshopby/medium1573.jpg","","ComposiciónSin parabenos.","Modo de usoAplicar al menos 30 minutos antes de la exposición solar o el primer baño. Extender bien por todo el cuerpo con la piel seca, hasta su total absorción.
No dejar zonas del cuerpo desprotegidas.
Reaplicar con frecuencia."
"SESDERMA Screenses Compacto Color Spf 50 Light 10 Gramos","","24,45 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/s/e/sesderma_screenses_compacto_color_spf_50_light_10_gramos168035_.jpg","Sesderma","https://www.mifarma.es/media/amshopby/medium108.jpg","","",""
"Apivita Suncare Crema Solar Bebés y Niños SPF30 100ml","","24,50 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/a/p/apivita_suncare_crema_solar_beb__s_y_ni__os_spf30_100ml10-30-01-826_.jpg","Apivita","https://www.mifarma.es/media/amshopby/medium349.jpg","","ComposiciónCon 100% de filtros físicos y 95% de ingredientes naturales.
- Sin octocrileno ni nanopartículas.","Modo de usoApto para:
- Bebés menores de 6 meses: rostro y cuerpo.
- Bebés de más de 6 meses: para casos de exposición indirecta.
- Adultos con piel sensible."
"Isdin FotoUltra 100 Spot Prevent Fusión Fluid Solar SPF50+ 50 ml+Ampollas IsdinCeutics","","45,74 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/i/s/isdin_fotoultra_100_spot_prevent_fusi__n_fluid_solar_spf50__50_ml_ampollas_isdinceutics163168y190161_.jpg","Isdin","https://www.mifarma.es/media/amshopby/medium10.jpg","","ComposiciónFotoUltra 100 ISDIN Spot Prevent Fusión Fluid Solar SPF50+ 50 ml: Aqua (Water), Dibutyl Adipate, Cyclopentasiloxane, Octocrylene, Alcohol Denat., Titanium Dioxide [nano], Butyl Methoxydibenzoylmethane, Cyclohexasiloxane, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Butylene Glycol, PEG-30 Dipolyhydroxystearate, Nylon-12, PEG-10 Dimethicone, Sodium Chloride, Phenoxyethanol, Silica, Dimethicone, Disteardimonium Hectorite, Panthenol, Tocopheryl Acetate, Allantoin, Glyceryl Stearate, Parfum (Fragrance), Disodium EDTA, Ethylhexylglycerin, Sodium Hyaluronate, Dimethiconol, PEG-8, Tocopherol, Ascorbyl Palmitate, Ascorbic Acid, Citric Acid.","Modo de usoFotoUltra 100 ISDIN Spot Prevent Fusión Fluid Solar SPF50+ 50 ml: Aplicar el fotoprotector sobre la piel seca, media hora antes de la exposición al sol. Reaplicar cada 2 horas, y tan frecuentemente como sea necesario.
Ampollas Pigment Expert Sérum Corrector Despigmentante 10uds: Aplicar por la mañana sobre la piel limpia y seca de la cara, manos, cuello y escote, evitando el contorno de los ojos. Se recomienda usar protector solar.
Ampollas Night Peel Peeling Exfoliante de Noche 10 uds: Aplicar por la noche sobre la piel limpia y seca del rostro, evitando la zona del contorno de ojos. Durante la primera semana de uso, aplicar pequeñas cantidades de producto en días alternos."
"Crema Solar Pediatopic Sun SPF50+ 150ml","","15,67 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/r/crema_solar_pediatopic_sun_spf50__150ml190055_.jpg","Ordesa","https://www.mifarma.es/media/amshopby/medium2323.jpg","","","Modo de usoAplicar media hora antes de la exposición solar y reaplicar cada 2 horas y después del baño."
"Protector Solar Especial Medusas SPF30 Spray Safe Sea 200ml","","20,60 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/r/protector_solar_especial_medusas_spf30_spray_safe_sea_200mlss30s2009_.jpg","Safe Sea","https://www.mifarma.es/media/amshopby/medium1573.jpg","","ComposiciónSin parabenos.","Modo de usoAplicar al menos 30 minutos antes de la exposición solar o el primer baño. Extender bien por todo el cuerpo con la piel seca, hasta su total absorción.
No dejar zonas del cuerpo desprotegidas.
Reaplicar con frecuencia."
"Be+ Protector Solar SPF50+ 100% Mineral Piel Intolerante 50ml","","28,52 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/b/e/be__protector_solar_spf50__100__mineral_piel_intolerante_50ml190308_.jpg","Be+","https://www.mifarma.es/media/amshopby/medium145.jpg","","","Modo de usoAgitar antes de usar. Aplicar media hora antes de la exposición solar. Renovar cada dos horas y después del baño o de secarse con una toalla."
"Pack Duplo Eucerin Spray Solar Transparente Dry Touch SPF50+ 200ml","","27,83 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/a/pack_duplo_eucerin_spray_solar_transparente_dry_touch_spf50__200ml187089duplo_.jpg","Eucerin","https://www.mifarma.es/media/amshopby/medium60.jpg","","ComposiciónALCOHOL DENAT, BUTANE, ISOBUTANE, PROPANE, C12-15 ALKYL BENZOATE, HOMOSALATE, OCTOCRYLENE, BUTYL METHOXYDIBENZOYLMETHANE, ETHYLHEXYL SALICYLATE, CYCLOMETHICONE, GLYCÉRINE, GLYCYRRHIZA INFLATA ROOT EXTRACT, TOCOPHEROL, ACRYLATES OCTYLACRYLAMIDE COPOLYMER, AQUA, BENZOIC ACID, PARFUM","Modo de usoAgitar bien antes de su uso y aplicar bien por todo el cuerpo.
Repetir cada dos horas o bien después del baño."
"Crema Solar Ecocert SPF30 Dransavi 50ml","","12,51 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/r/crema_solar_ecocert_spf30_dransavi_50ml032060628_.jpg","Drasanvi","https://www.mifarma.es/media/amshopby/medium446.jpg","","ComposiciónAqua(Water), Olea Europaea (Olive) Fruit Oil*, Aloe Barbadensis Leaf Extract*, Caprylic/Capric Triglyceride, Propanediol, Titanium dioxide, Coco-Caprylate/Caprate, Prunus Amygdalus Dulcis (Sweet Almond) Oil*, Alumina, Polyglyceryl-2-Dipolyhydroxystearate, Stearic acid, Polyglyceryl-3-Diisostearate, Glycine Soja (Soybean) Oil, Glycerin, Tocopherol, Benzyl Alcohol, Salicylic Acid, Citric Acid, Beta-Sitosterol, Squalene, Sorbic Acid, Potassium Sorbate, Sodium Benzoate.

Ingrediente procedente de la Agricultura Ecológica.

El 31,925 % del total de los ingredientes procede de la Agricultura Ecológica.

99% del total es de origen natural COSMOS ORGANIC certificado por Ecocert Greenlife según el estándar COSMOS.","Modo de usoAplicar, como mínimo, 20 minutos antes de tomar el sol y repartir uniformemente sin que queden zonas sin producto. Renovar regularmente la aplicación del fotoprotector, sobre todo, en caso de exposiciones prolongadas, después del baño con la piel seca o de haber realizado deporte."
"Apivita Suncare Crema Solar Facial Antiarrugas SPF50 50 ml + Agua Té de Montaña de Regalo","","25,49 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/a/p/apivita_suncare_crema_solar_facial_antiarrugas_spf50_50_ml___agua_t___de_monta__a_de_regalo10-30-01-325_.jpg","Apivita","https://www.mifarma.es/media/amshopby/medium349.jpg","","ComposiciónApivita Suncare Crema Solar Facial Antiarrugas SPF50 50 ml
77% ingredientes naturales.
Con extracto de hoja de oliva, 3D Pro-algae, infusión de té de montaña, ácido hialurónico, miel, pantenol y bisabolol.
Agua Facial de Té Montaña Griego
97% ingredientes naturales.
Con aloe y pantenol.",""
"Lierac Sunissime Fluido Protector Engergizante Rostro SPF30 40ml","","31,46 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/i/lierac_sunissime_fluido_protector_engergizante_rostro_spf30_40mll0036_.jpg","Lierac","https://www.mifarma.es/media/amshopby/medium215.jpg","","",""
"BABE Fotoprotector Transparente Wet Skin FPS50 200ml ","","18,82 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/b/a/babe_fotoprotector_transparente_wet_skin_fps50_200ml_170385_.jpg","Babe","https://www.mifarma.es/media/amshopby/medium23.jpg","","",""
"Sunalsun Pantalla Total FPS 50+ 100 ml ","","16,81 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/s/u/sunalsun_pantalla_total_fps_50__100_ml_324988_.jpg","Cedeme","https://www.mifarma.es/media/amshopby/medium202.jpg","","",""
"Isdin Solar Pediatrics Fusion Water SPF50+ y Wet Skin Spray Transparente 50+","","42,35 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/i/s/isdin_solar_pediatrics_fusion_water_spf50__y_wet_skin_spray_transparente_50_183890y167424_.jpg","Isdin","https://www.mifarma.es/media/amshopby/medium10.jpg","","ComposiciónIsdin Pediatrics Fusion Water SPF50+ 50ml: Aqua (Water), Ethylhexyl Methoxycinnamate, Butylene Glycol, Propylene Glycol, Polymethyl Methacrylate, Dimethicone, PEG-8, Ethylhexyl Salicylate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Butyl Methoxydibenzoylmethane, Silica, Phenoxyethanol, Titanium Dioxide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Panthenol, Tocopheryl Acetate, Ethylhexylglycerin, Parfum (Fragrance), Sodium Hydroxide, Carbomer, Disodium EDTA, Tocopherol, BHT, Ascorbyl Palmitate, Ascorbic Acid, Citric Acid.
Isdin Fotoprotector Pediatrico Wet Skin Spray Transparente 50+ 200 ml: Alcohol Denat., Isobutane, Octocrylene, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Dibutyl Adipate, Aqua (Water), Coconut Alkanes, Cyclopentasiloxane, 4-Methylbenzylidene Camphor, Cyclohexasiloxane, Butane, Polyurethane-64, Propane, Coco-Caprylate/Caprate, Tocopheryl Acetate, Parfum (Fragrance), BHT, Linalool.","Modo de usoIsdin Pediatrics Fusion Water SPF50+ 50ml: Aplicar generosamente sobre la piel seca media hora antes de la exposición solar. Reaplicar cada dos horas y tras transpirar, nadar o secarse con toalla.
Isdin Fotoprotector Pediatrico Wet Skin Spray Transparente 50+ 200 ml: Aplicar generosamente sobre la piel, media hora antes de la exposición solar. Reaplicar cada 2 horas o bien tras transpirar, nadar o secarse con toalla."
"Th Pharma Sun Spray Corporal Pediatrico FPS50 200ml","","17,73 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/t/h/th_pharma_sun_spray_corporal_pediatrico_fps50_200ml8426827041392_.jpg","Th Pharma","https://www.mifarma.es/media/amshopby/medium510.jpg","","",""
"Gel Crema Facial SPF50+ Acofarderm 50ml","","15,73 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/g/e/gel_crema_facial_spf50__acofarderm_50ml152262_.jpg","Acofarderm","https://www.mifarma.es/media/amshopby/medium129.jpg","","ComposiciónAqua, octocrylene, triethanolamine, phenylbenzimidazole sulfonic acid, alcohol denat., butyl methoxydibenzoylmethane, bis-ethylhexyloxyphenol methoxyphenyl triazine, propylene glycol, cetearyl isononanoate, c12-15 alkyl benzoate, caprylic/capric triglyceride, cyclopentasiloxane, titanium dioxide (nano), hydroxyethyl acrylate/sodium acryloyldimethyltaurate copolymer, dimethicone, alumina, vp/eicosene copolymer, panthenol, tocopheryl acetate, glyceryl stearate, acrylates/c10-30 alkyl acrylate crosspolymer, peg-100 stearate, citric acid, sodium chloride, phenoxyethanol, methylparaben, propylparaben, linalool, disodium edta, butylphenyl methylpropional, ethylparaben, parfum, citronellol, benzyl salicylate, limonene, alpha-isomethyl ionone, coumarin, cinnamyl alcohol, geraniol, hydroxycitronellal, citral, ci 17200, ci 15985.","Modo de usoAplicar ge­nerosamente y de una mane­ra uniforme 20-30 minutos an­tes de la exposición al sol, la aplicación de menos cantidad conduce a una reducción sig­nificativa de la protección. Re­novar con frecuencia la aplica­ción, sobre todo después del baño."
"Crema Hydra+ Spf40 Color Claro Topicrem 40ml","","15,25 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/r/crema_hydra__spf40_color_claro_topicrem_40ml193765_.jpg","Topicrem","https://www.mifarma.es/media/amshopby/medium103.jpg","","","Modo de usoAplicar en rostro y cuello mediante un suave masaje hasta su completa absorción."
"Crema Antiedad y Antimanchas SPF50+ D'Shila 50ml","","30,25 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/r/crema_antiedad_y_antimanchas_spf50__d_shila_50ml50162005_.jpg","Shila","https://www.mifarma.es/media/amshopby/medium2877.jpg","","ComposiciónActivos principales: Aceite de jojoba orgánico, Aceite de Sésamo, Extracto de caléndula orgánica, Extracto de manzanilla orgánica, Hidrolato de manzanilla orgánica, Hidrolato de rosa orgánica, Silicio orgánico, Pantenol, Vitaminas A y E, Bisalobol, Proteínas de Trigo. Formulada con agua mineral natural procedente de manantial.","Modo de usoUtilizar en el rostro y en zonas focalizadas de la piel del cuerpo que presentan una alteración dermatológica y que precisen de un cuidado especial. Se recomienda usar a diario."
"Biotaches Solar Invisible SPF50 Tamaño 50 ml","","19,36 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/b/i/biotaches_solar_invisible_spf50_tama__o_50_ml187375_.jpg","Kelo-Cote","https://www.mifarma.es/media/amshopby/medium374.jpg","","ComposiciónAqua, de carbonato de dicaprililo, octocrileno, metilen-bis-benzotriazolilo methylbutylphenol tetra, metoxidibenzoilmetano de butilo, glicerina, bis-ethylhexylophenol metoxifenil triazina, ciclopentasiloxano, PTFE, fosfato de alquilo C20-22, de acriloildimetiltaurato de amonio / copolímero VP, dimeticona, alcoholes C-, glucósido de decilo , extracto de sarmentosa Saxifraga, extracto de Vitis vinifera, butileno glicol, Morus bombycis extracto de raíz, extracto de Scutellaria baicalensis, propilenglicol, goma de xantano, ácido cítrico, acetato de tocoferol, EDTA disódico, biosacárido de goma 1, trietanolamina, fenoxietanol, metilparabeno, butilparabeno, etilparabeno , propilparabeno, isobutilparabeno.",""
"A-derma Protect Leche infantil SPF50+ 250ml","","25,65 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/a/-/a-derma_protect_leche_infantil_spf50__250ml185478_.jpg","A-Derma","https://www.mifarma.es/media/amshopby/medium292.jpg","","","Modo de usoAplicar sobre rostro y cuerpo con un suave masaje hasta su absorción."
"Protector Solar Facial SPF 50+ Con Color Hipoal Alphanova Sun 50ml","","20,45 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/r/protector_solar_facial_spf_50__con_color_hipoal_alphanova_sun_50mlspf50_fcl_.jpg","Alphanova","https://www.mifarma.es/media/amshopby/medium3629.jpg","","ComposiciónAqua / Water, Dicaprylyl Carbonate, Titanium Dioxide, Glycerin, Simmondsia Chinensis (Jojoba) Seed Oil*, Coconut Alkanes, Polyglyceryl-3 Polyricinoleate, Sorbitan Isostearate, Polyglyceryl-3 Diisostearate, Aluminum Hydroxide, Stearic Acid, Magnesium Sulfate, Aloe Barbadensis Leaf Juice Powder*, Polyglyceryl-6 Stearate, Sodium Levulinate, Glyceryl Caprylate, Coco-Caprylate/Caprate, Sodium Anisate, Xanthan Gum, Polyglyceryl-6 Behenate, Tocopherol. *Ingrediente procedente de la agricultura ecológica.","Modo de usoAplicar frecuentemente sobre la piel de forma generosa y uniforme, y en especial después de cada baño.
No exponer a los bebés y a los niños directamente al sol.
Evitar tomar el sol en las horas más intensas de calor."
"Bronz Repair Color Sol Moderado Institut Esthederm 50ml","","72,60 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/b/r/bronz_repair_color_sol_moderado_institut_esthederm_50mlv451400_.jpg","Esthederm","https://www.mifarma.es/media/amshopby/medium2691.jpg","","","Modo de usoAplicar sobre el rostro, cuello y escote 20 minutos antes de la exposición solar, renovar el producto después de cada baño y cada 2 horas."
"Protector Solar Tatuajes SPF40 Tattoo Shield Under Your Skin 80ml","","16,34 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/r/protector_solar_tatuajes_spf40_tattoo_shield_under_your_skin_80mluys60100_.jpg","Ofertas","https://www.mifarma.es/media/amshopby/medium86.png","","ComposiciónFILTROS UV, Absorbentes UV, Dióxido titanio, Aloe Vera gel, Esteres de jojoba, cera de abejas, manzanilla, aceite de almendras, aceite de rosa mosqueta, glicerina y V-Vitamina.","Modo de usoAplicar una pequeña cantidad sobre la zona a tratar, extender sobre la piel hasta su total absorción. Aplicar una o dos veces al día, si se usa en playa o río aplicar después de cada baño para una protección mejorada."
"Loción Solar SPF30 con Bronceador Instantáneo Australian Gold 237ml","","16,92 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/o/loci__n_solar_spf30_con_bronceador_instant__neo_australian_gold_237ml54402710234_.jpg","Australian Gold","https://www.mifarma.es/media/amshopby/medium3745.png","","","Modo de usoAplicar media hora antes de la exposición solar y reaplicar cada hora y media."
"Gel Solar en Spray SPF30 Australian Gold 237ml","","19,36 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/g/e/gel_solar_en_spray_spf30_australian_gold_237mlgold0723_.jpg","Australian Gold","https://www.mifarma.es/media/amshopby/medium3745.png","","","Modo de usoAplicar media hora antes de la exposición solar de manera generosa y reaplicar con frecuencia, y siempre después del baño."
"Crema Solar Rostro y Zonas Sensibles SPF50+ Rougj 40ml","","14,52 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/r/crema_solar_rostro_y_zonas_sensibles_spf50__rougj_40ml180120_.jpg","Rougj","https://www.mifarma.es/media/amshopby/medium2403.jpg","","ComposiciónAQUA (WATER), ETHYLHEXYL METHOXYCINNAMATE, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, OCTOCRYLENE, CETEARYL ALCOHOL, GLYCERYL STEARATE, CYCLOPENTASILOXANE, TRICONTANYL PVP, TITANIUM DIOXIDE (NANO), BUTYROSPERMUM PARKII BUTTER (SHEA BUTTER), DICAPRYLYL ETHER, POLYSORBATE-80, C12-15 ALKYL BENZOATE, POTASSIUM PALMITOYL HYDROLYZED WHEAT PROTEIN, GLYCERIN, CETYL PALMITATE, DIMETHICONE, PRUNUS AMYGDALUS DULCIS OIL (SWEET ALMOND OIL), PRUNUS ARMENIACA KERNEL OIL (APRICOT KERNEL OIL), POTASSIUM CETYL PHOSPHATE, PARFUM (FRAGRANCE), BENZYL ALCOHOL, ORYZANOL, SILICA, CERA ALBA, TOCOPHERYL ACETATE, PEG-12, PHENOXYETHANOL, CETYL ACETATE, CALENDULA OFFICINALIS EXTRACT (CALENDULA OFFICINALIS FLOWER EXTRACT), TOCOPHEROL, ASCORBYL PALMITATE, DEHYDROACETIC ACID, TETRASODIUM EDTA, ACETYLATED LANOLIN ALCOHOL, PVP, LECITHIN, CITRIC ACID, ALPHA-ISOMETHYL-IONONE, BENZYL SALICYLATE, BUTYLPHENYL METHYLPROPIONAL, CITRONELLOL, COUMARIN, GERANIOL, HEXYL CINNAMAL, EUGENOL, HYDROXYCITRONELLAL, HYDROXYISOHEXYL-3-CYCLOHEX ENE CARBOXALDEHYDE, LIMONENE, LINALOOL.","Modo de usoAplique el producto en la cara y el cuerpo antes de exponerse al sol. Renovar la aplicación con frecuencia durante el día."
"Gel Crema Facial Piz Buin Hydro Infusion SPF50 50ml","","10,16 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/g/e/gel_crema_facial_piz_buin_hydro_infusion_spf50_50ml191356_.jpg","Piz Buin","https://www.mifarma.es/media/amshopby/medium482.jpg","","","Modo de usoIdeal para aplicar a diario. En la playa o piscina aplicar media hora antes de la exposión al sol y reaplicar con frecuencia."
"Crema Solar Antiedad SPF 30 Mádara 40ml","","30,90 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/r/crema_solar_antiedad_spf_30_m__dara_40ml32164_.jpg","Mádara","https://www.mifarma.es/media/amshopby/medium2367.jpg","","ComposiciónAloe Barbadensis (Aloe) Leaf Juice*, Zinc Oxide, Isoamyl Laurate, Dicaprylyl Carbonate, Glycerin**, Sorbitan Olivate, Cera Alba (Bees Wax)*, Lecithin, Polyglyceryl-2 Dipolyhydroxystearate, Silica, Cellulose, Dracocephalum Ruyschiana (Dragonhead) Cell Culture Extract, Camellia Sinensis Leaf Extract, Quercus Robur (Oak) Bark Extract, Vitis Vinifera (Grape) Seed Extract, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Sodium Chloride, Aroma/Fragrance, Rubus Idaeus (Raspberry) Seed Oil*, Sorbitan Caprylate, CI 77492 (Iron oxide)****, Palmitic Acid, Stearic Acid, Propanediol, Benzoic Acid, CI 77499, CI 77491 (Iron oxides)****, Aqua/Water, Ascorbyl Palmitate (Vitamin C), Sodium Phytate, Tocopherol (Vitamin E), Potassium Hydroxide, Benzyl Salicylate***, Limonene***, Citral***, Linalool***, Eugenol***.

Ingredients from Organic Farming

Made using organic ingredients


Natural essential oils



Pure mineral pigments","Modo de usoAplicar solo o sobre tu crema hidratante diaria."
"Carreras Solar 30 Leche 200 ml","","22,28 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/placeholder/default/flor_sola_mifarma_1.jpg","Mifarma Otras Marcas","https://www.mifarma.es/media/amshopby/medium445.jpg","","",""
